,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,text_tokens,text_lemmas
90,1515439720544804871,1515439720544804871,1650143959000.0,2022-04-16 16:19:19,-0500,,i don’t consider you a fashion designer if you aren’t considerate of fat bodies while making your clothes. esp local “designers” go to hell.,en,[],[],828012334916440066,828012334916440066,kyrahs__,Kyrah Banks 🪩,6,16,https://twitter.com/kyrahs__/status/1515439720544804871,[],[],0,,False,1,0,0,,considerate,,,,,,,[],,,,,"['consider', 'fashion', 'designer', 'fat', 'bodies', 'making', 'clothes', 'esp', 'local', 'designers', 'hell']","['’', 'consider', 'fashion', 'designer', '’', 'fat', 'body', 'make', 'clothes', 'esp', 'local', '“', 'designer', '”', 'go', 'hell']"
92,1515439376938901509,1515439376938901509,1650143877000.0,2022-04-16 16:17:57,-0500,,"A: Ufufu, there’s really no need to be overly considerate, you know… But you give a better first impression than all of those guys who act like it’s only natural to be insensitive. I can understand why you’re so popular, Senpai ♪",en,[],[],1339313156007464963,1339313156007464963,arakao_bot,arakao bot,6,16,https://twitter.com/arakao_bot/status/1515439376938901509,[],[],0,,False,0,0,0,,considerate,,,,,,,[],,,,,"['ufufu', 'really', 'need', 'overly', 'know…', 'give', 'better', 'first', 'impression', 'guys', 'act', 'like', 'natural', 'insensitive', 'understand', 'popular', 'senpai']","['ufufu', '’', 'really', 'need', 'overly', 'know…', 'give', 'well', 'first', 'impression', 'guy', 'act', 'like', '’', 'natural', 'insensitive', 'understand', '’', 'popular', 'senpai', '♪']"
93,1515439134600359937,1515284320184934403,1650143819000.0,2022-04-16 16:16:59,-0500,,@BrooksChloe732 @davenewworld_2 By doing this is your not being considerate of others,en,[],[],1485784058919469057,1485784058919469057,Shawn52667957,Shawn,6,16,https://twitter.com/Shawn52667957/status/1515439134600359937,[],[],0,,False,0,0,0,,considerate,,,,,,,"[{'screen_name': 'BrooksChloe732', 'name': 'Chloe Brooks', 'id': '2873715340'}, {'screen_name': 'davenewworld_2', 'name': 'Fifty Shades of Whey', 'id': '886398296146706432'}]",,,,,"['brookschloe732', 'davenewworld2', 'others']","['brookschloe732', 'davenewworld_2', 'others']"
94,1515438518969024512,1515394812656201729,1650143673000.0,2022-04-16 16:14:33,-0500,,"@MomSingleBlack I mean yes i was raised in the church but there are considerate limits...this is one of them. My mother is a pastor and she saw this...her take..""he needs to take a seat...quickly!!""😂😂😂😂",en,[],[],325248755,325248755,greatarmageddon,armageddon 1981,6,16,https://twitter.com/greatarmageddon/status/1515438518969024512,[],[],0,,False,1,1,0,,considerate,,,,,,,"[{'screen_name': 'MomSingleBlack', 'name': 'Black Single Mom', 'id': '1394076237795151879'}]",,,,,"['momsingleblack', 'mean', 'yes', 'raised', 'church', 'limitsthis', 'one', 'mother', 'pastor', 'saw', 'thisher', 'takehe', 'needs', 'take', 'seatquickly😂😂😂😂']","['momsingleblack', 'mean', 'yes', 'raise', 'church', 'limit', '...', 'one', 'mother', 'pastor', 'saw', '...', 'take', '..', ""''"", 'need', 'take', 'seat', '...', 'quickly', '``', '😂😂😂😂']"
95,1515437800967049230,1515437273029955599,1650143501000.0,2022-04-16 16:11:41,-0500,,@sillydisorder very considerate thank u 🫶,en,[],[],1229097526269267976,1229097526269267976,GWENSVERSE,spector ☽☾,6,16,https://twitter.com/GWENSVERSE/status/1515437800967049230,[],[],0,,False,1,0,0,,considerate,,,,,,,"[{'screen_name': 'sillydisorder', 'name': 'wren', 'id': '1424493060503785474'}]",,,,,"['sillydisorder', 'thank']","['sillydisorder', 'thank', 'u', '\U0001faf6']"
96,1515437371029921810,1515053538514247685,1650143399000.0,2022-04-16 16:09:59,-0500,,"@rodd_heino @Dima77788200 @HealthMusicPerf @RandomSusla @Laurier @uofg @Carleton_U @yorkuniversity @queensu @ottawacity @dianedeans @UWaterloo @BrockUniversity it would be in everyone's interest to continue to be diligent  one doesn't know how it will affect others/yourself until it's too late  in the past we were not going out of our way to get colds, flu, chicken pox etc. so why aren't we being considerate now?",en,[],[],1269352326218895360,1269352326218895360,WolperEW,ew 🍁 + 🦅 / 🇩🇪 + 🇮🇪/💉💉💉,6,16,https://twitter.com/WolperEW/status/1515437371029921810,[],[],0,,False,1,0,0,,considerate,,,,,,,"[{'screen_name': 'rodd_heino', 'name': 'Sirtawksalot', 'id': '1456781067906699264'}, {'screen_name': 'Dima77788200', 'name': 'Dima', 'id': '908114738185465857'}, {'screen_name': 'HealthMusicPerf', 'name': 'Dr. Christine Guptill (she/her)', 'id': '90441547'}, {'screen_name': 'RandomSusla', 'name': 'Random • Masked 😷', 'id': '914889710'}, {'screen_name': 'Laurier', 'name': 'Wilfrid Laurier University', 'id': '57121973'}, {'screen_name': 'uofg', 'name': 'University of Guelph', 'id': '16134692'}, {'screen_name': 'Carleton_U', 'name': 'Carleton University', 'id': '36465468'}, {'screen_name': 'yorkuniversity', 'name': 'York University', 'id': '4836947526'}, {'screen_name': 'queensu', 'name': ""Queen's University"", 'id': '19429847'}, {'screen_name': 'ottawacity', 'name': 'City of Ottawa', 'id': '17897698'}, {'screen_name': 'dianedeans', 'name': 'Diane Deans', 'id': '177657318'}, {'screen_name': 'UWaterloo', 'name': 'University of Waterloo', 'id': '84321709'}, {'screen_name': 'BrockUniversity', 'name': 'Brock University', 'id': '17469142'}]",,,,,"['roddheino', 'dima77788200', 'healthmusicperf', 'randomsusla', 'laurier', 'uofg', 'carletonu', 'yorkuniversity', 'queensu', 'ottawacity', 'dianedeans', 'uwaterloo', 'brockuniversity', 'would', 'everyones', 'interest', 'continue', 'diligent', 'one', 'doesnt', 'know', 'affect', 'othersyourself', 'late', 'past', 'going', 'way', 'get', 'colds', 'flu', 'chicken', 'pox', 'etc', 'arent']","['rodd_heino', 'dima77788200', 'healthmusicperf', 'randomsusla', 'laurier', 'uofg', 'carleton_u', 'yorkuniversity', 'queensu', 'ottawacity', 'dianedeans', 'uwaterloo', 'brockuniversity', 'would', 'everyone', ""'s"", 'interest', 'continue', 'diligent', 'one', ""n't"", 'know', 'affect', 'others/yourself', ""'s"", 'late', 'past', 'go', 'way', 'get', 'cold', 'flu', 'chicken', 'pox', 'etc', ""n't""]"
97,1515436135366938632,1515436135366938632,1650143104000.0,2022-04-16 16:05:04,-0500,,This critter has more views than your mama  https://t.co/t8OvijJXzm,en,[],[],47135931,47135931,Consider8Cahoot,Considerate Cahoots,6,16,https://twitter.com/Consider8Cahoot/status/1515436135366938632,[],['https://pbs.twimg.com/media/FQfpIhHXwAEDHyF.jpg'],1,https://pbs.twimg.com/media/FQfpIhHXwAEDHyF.jpg,False,2,0,0,,considerate,,,,,,,[],,,,,"['critter', 'views', 'mama', 'httpstcot8ovijjxzm']","['critter', 'view', 'mama', 'http', '//t.co/t8ovijjxzm']"
98,1515436022254997515,1515436022254997515,1650143077000.0,2022-04-16 16:04:37,-0500,,"Andrew Putnam’s caddie took the time to make my grandson’s day at the Heritage. Coming off # 8, he noticed a gazing youngster and gave him one of their golf balls. Thank you for being so considerate. Who knows, you may have INSPIRED him to pursue the wonders of golf. #THANKYOU  https://t.co/ZNDSbrLfnk",en,['thankyou'],[],296458888,296458888,stephengpeters,Dr. Stephen Peters,6,16,https://twitter.com/stephengpeters/status/1515436022254997515,[],"['https://pbs.twimg.com/media/FQfpB39WUAcP2B-.jpg', 'https://pbs.twimg.com/media/FQfpB38XIAEKlBz.jpg']",1,https://pbs.twimg.com/media/FQfpB39WUAcP2B-.jpg,False,1,0,0,https://twitter.com/pgatour/status/1515065058677690373,considerate,,,,,,,[],,,,,"['andrew', 'putnam', 'caddie', 'took', 'time', 'make', 'grandson', 'day', 'heritage', 'coming', 'noticed', 'gazing', 'youngster', 'gave', 'one', 'golf', 'balls', 'thank', 'knows', 'may', 'inspired', 'pursue', 'wonders', 'golf', 'thankyou', 'httpstcozndsbrlfnk']","['andrew', 'putnam', '’', 'caddie', 'take', 'time', 'make', 'grandson', '’', 'day', 'heritage', 'come', '8', 'notice', 'gaze', 'youngster', 'give', 'one', 'golf', 'ball', 'thank', 'know', 'may', 'inspire', 'pursue', 'wonder', 'golf', 'thankyou', 'http', '//t.co/zndsbrlfnk']"
99,1515435989564805120,1515435989564805120,1650143070000.0,2022-04-16 16:04:30,-0500,,"Opinion: 'Mystical, beautiful' Easter Eggs bring the resilience of Ukraine to life   https://t.co/jrsmC4Hup3",en,[],[],47135931,47135931,Consider8Cahoot,Considerate Cahoots,6,16,https://twitter.com/Consider8Cahoot/status/1515435989564805120,['https://www.cnn.com/2022/04/16/opinions/easter-eggs-ukraine-resilience-zielyk-griffith/index.html'],[],0,,False,1,0,0,,considerate,,,,,,,[],,,,,"['opinion', 'mystical', 'beautiful', 'easter', 'eggs', 'bring', 'resilience', 'ukraine', 'life', 'httpstcojrsmc4hup3']","['opinion', ""'mystical"", 'beautiful', 'easter', 'egg', 'bring', 'resilience', 'ukraine', 'life', 'http', '//t.co/jrsmc4hup3']"
0,1515461895368724483,1515461895368724483,1650149246000.0,2022-04-16 17:47:26,-0500,,"I’ve tried very hard to be diplomatic over the last two years. I lost friends, family and my job anyway. I don’t know why I bothered to try for delicacy and discretion. Perhaps I should abandon it now? Just let ‘er rip?",en,[],[],106218069,106218069,JenniferSey,Jennifer Sey,6,17,https://twitter.com/JenniferSey/status/1515461895368724483,[],[],0,,False,3,0,0,,diplomatic,,,,,,,[],,,,,"['tried', 'hard', 'last', 'two', 'years', 'lost', 'friends', 'family', 'job', 'anyway', 'know', 'bothered', 'try', 'delicacy', 'discretion', 'perhaps', 'abandon', 'let', 'rip']","['’', 'try', 'hard', 'last', 'two', 'year', 'lose', 'friend', 'family', 'job', 'anyway', '’', 'know', 'bother', 'try', 'delicacy', 'discretion', 'perhaps', 'abandon', 'let', '‘', 'er', 'rip']"
1,1515461846773424132,1515461846773424132,1650149234000.0,2022-04-16 17:47:14,-0500,,"He takes one step back. One hand on his utility belt, palming any number of weapons or supplies. The other jutted forward; open-palmed, facing Harvey. Diplomatic. A show of his promise. ""Fine. Two-Face"" he murmurs gruffly. He can play the game. For now.",en,[],[],1515453745718603779,1515453745718603779,gothamStud,BAT OF GOTHAM,6,17,https://twitter.com/gothamStud/status/1515461846773424132,[],[],0,,False,0,0,0,https://twitter.com/HEADSlWIN/status/1515461450604728322,diplomatic,,,,,,,[],,,,,"['takes', 'one', 'step', 'back', 'one', 'hand', 'utility', 'belt', 'palming', 'number', 'weapons', 'supplies', 'jutted', 'forward', 'openpalmed', 'facing', 'harvey', 'show', 'promise', 'fine', 'twoface', 'murmurs', 'gruffly', 'play', 'game']","['take', 'one', 'step', 'back', 'one', 'hand', 'utility', 'belt', 'palm', 'number', 'weapon', 'supply', 'jut', 'forward', 'open-palmed', 'face', 'harvey', 'show', 'promise', '``', 'fine', 'two-face', ""''"", 'murmur', 'gruffly', 'play', 'game']"
2,1515461805178781700,1515215562087219206,1650149224000.0,2022-04-16 17:47:04,-0500,,@evrobeat @dawkom @DrLeoMarvin5 The contradiction is you have to explain how you would end the conflict in the donbas without using force when the party youre dealing with is ignoring all diplomatic measures while killing civilians to dampen their demands for self-determination in the face of ethnic persecution,en,[],[],1064995146654134272,1064995146654134272,HotTakeTimeMach,ANTI-IMPERIALIST AOTEAROA,6,17,https://twitter.com/HotTakeTimeMach/status/1515461805178781700,[],[],0,,False,0,0,0,,diplomatic,,,,,,,"[{'screen_name': 'evrobeat', 'name': '𝕰𝖚𝖗𝖔𝖇𝖊𝖆𝖙', 'id': '2902058798'}, {'screen_name': 'dawkom', 'name': 'peace and love ☭', 'id': '892423797264883714'}, {'screen_name': 'DrLeoMarvin5', 'name': 'THE GRIBBLE REPORT', 'id': '1308936076724117506'}]",,,,,"['evrobeat', 'dawkom', 'drleomarvin5', 'contradiction', 'explain', 'would', 'end', 'conflict', 'donbas', 'without', 'using', 'force', 'party', 'youre', 'dealing', 'ignoring', 'measures', 'killing', 'civilians', 'dampen', 'demands', 'selfdetermination', 'face', 'ethnic', 'persecution']","['evrobeat', 'dawkom', 'drleomarvin5', 'contradiction', 'explain', 'would', 'end', 'conflict', 'donbas', 'without', 'use', 'force', 'party', 'youre', 'deal', 'ignore', 'measure', 'kill', 'civilian', 'dampen', 'demand', 'self-determination', 'face', 'ethnic', 'persecution']"
3,1515461492954611715,1515450964370632704,1650149150000.0,2022-04-16 17:45:50,-0500,,@UN Sorry looks like all the credits were used for buying weapons instead. By the way great diplomatic work👍,en,[],[],856207188670521344,856207188670521344,Elendhilll,billy bob,6,17,https://twitter.com/Elendhilll/status/1515461492954611715,[],[],0,,False,0,0,0,,diplomatic,,,,,,,"[{'screen_name': 'UN', 'name': 'United Nations', 'id': '14159148'}]",,,,,"['sorry', 'looks', 'like', 'credits', 'used', 'buying', 'weapons', 'instead', 'way', 'great', 'work👍']","['un', 'sorry', 'look', 'like', 'credit', 'use', 'buying', 'weapon', 'instead', 'way', 'great', 'work👍']"
4,1515461441100394498,1515077711890419723,1650149138000.0,2022-04-16 17:45:38,-0500,,"@CNNPolitics We need a bridge to green economy. #Ukraine crisis underscores that point. #USA can lead the way to renewables while helping supply the global economy with legacy energy options. It will help fund new tech, jobs and provide strategic diplomatic advantage. And yes I’m a Democrat.  https://t.co/gLPkhdMgFX",en,"['ukraine', 'usa']",[],33518874,33518874,WJCaruso,Bill Caruso,6,17,https://twitter.com/WJCaruso/status/1515461441100394498,[],['https://pbs.twimg.com/tweet_video_thumb/FQgAJYHXoAADT4C.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/FQgAJYHXoAADT4C.jpg,False,0,0,0,,diplomatic,,,,,,,"[{'screen_name': 'CNNPolitics', 'name': 'CNN Politics', 'id': '13850422'}]",,,,,"['cnnpolitics', 'need', 'bridge', 'green', 'economy', 'ukraine', 'crisis', 'underscores', 'point', 'usa', 'lead', 'way', 'renewables', 'helping', 'supply', 'global', 'economy', 'legacy', 'energy', 'options', 'help', 'fund', 'new', 'tech', 'jobs', 'provide', 'strategic', 'advantage', 'yes', 'democrat', 'httpstcoglpkhdmgfx']","['cnnpolitics', 'need', 'bridge', 'green', 'economy', 'ukraine', 'crisis', 'underscore', 'point', 'usa', 'lead', 'way', 'renewables', 'help', 'supply', 'global', 'economy', 'legacy', 'energy', 'option', 'help', 'fund', 'new', 'tech', 'job', 'provide', 'strategic', 'advantage', 'yes', '’', 'democrat', 'http', '//t.co/glpkhdmgfx']"
5,1515461416593018882,1515461416593018882,1650149132000.0,2022-04-16 17:45:32,-0500,,"Recently, US President Joe Biden announced $800 mn worth of military aid to Ukraine. Russia sent a diplomatic note to the United States to stop arming Ukraine. To get more details, we're joined by Fred Weir, Russian Affairs Expert.",en,[],[],1189257539743039489,1189257539743039489,FelixNwankwo15,TAFARI ✡,6,17,https://twitter.com/FelixNwankwo15/status/1515461416593018882,[],[],0,,False,0,0,0,,diplomatic,,,,,,,[],,,,,"['recently', 'president', 'joe', 'biden', 'announced', '800', 'worth', 'military', 'aid', 'ukraine', 'russia', 'sent', 'note', 'united', 'states', 'stop', 'arming', 'ukraine', 'get', 'details', 'joined', 'fred', 'weir', 'russian', 'affairs', 'expert']","['recently', 'u', 'president', 'joe', 'biden', 'announce', '800', 'mn', 'worth', 'military', 'aid', 'ukraine', 'russia', 'sent', 'note', 'united', 'state', 'stop', 'arm', 'ukraine', 'get', 'detail', ""'re"", 'join', 'fred', 'weir', 'russian', 'affair', 'expert']"
6,1515461282010345472,1515461282010345472,1650149100000.0,2022-04-16 17:45:00,-0500,,Morocco slams Israeli actions against Palestinian worshippers in Jerusalem's Al-Aqsa mosque despite 2020 restoration of diplomatic ties  https://t.co/mYE7SMfB6P,en,[],[],2231905548,2231905548,DailySabah,DAILY SABAH,6,17,https://twitter.com/DailySabah/status/1515461282010345472,['https://www.dailysabah.com/world/mid-east/morocco-condemns-israels-al-aqsa-raid-despite-detente'],[],0,,False,1,0,0,,diplomatic,,,,,,,[],,,,,"['morocco', 'slams', 'israeli', 'actions', 'palestinian', 'worshippers', 'jerusalems', 'alaqsa', 'mosque', 'despite', '2020', 'restoration', 'ties', 'httpstcomye7smfb6p']","['morocco', 'slam', 'israeli', 'action', 'palestinian', 'worshipper', 'jerusalem', ""'s"", 'al-aqsa', 'mosque', 'despite', '2020', 'restoration', 'tie', 'http', '//t.co/mye7smfb6p']"
7,1515461222002573318,1515320754522443776,1650149085000.0,2022-04-16 17:44:45,-0500,,@INTENIKKAN @khaivubui @zei_squirrel I don't know what exactly Putin wants. The denazification stuff is bullshit obviously. A diplomatic solution imo will be the only solution. Only time will tell. Obviously if putin wants ukraine to now be russian they will not agree. Understandebly but the war still has to end,en,[],[],1083308854321004544,1083308854321004544,McCreezus,Creezuzs,6,17,https://twitter.com/McCreezus/status/1515461222002573318,[],[],0,,False,0,0,0,,diplomatic,,,,,,,"[{'screen_name': 'INTENIKKAN', 'name': 'NIKKAN', 'id': '813721315458875392'}, {'screen_name': 'khaivubui', 'name': 'Khai Bui', 'id': '108857415'}, {'screen_name': 'zei_squirrel', 'name': '☀️👀', 'id': '2786053933'}]",,,,,"['intenikkan', 'khaivubui', 'zeisquirrel', 'dont', 'know', 'exactly', 'putin', 'wants', 'denazification', 'stuff', 'bullshit', 'obviously', 'solution', 'imo', 'solution', 'time', 'tell', 'obviously', 'putin', 'wants', 'ukraine', 'russian', 'agree', 'understandebly', 'war', 'still', 'end']","['intenikkan', 'khaivubui', 'zei_squirrel', ""n't"", 'know', 'exactly', 'putin', 'want', 'denazification', 'stuff', 'bullshit', 'obviously', 'solution', 'imo', 'solution', 'time', 'tell', 'obviously', 'putin', 'want', 'ukraine', 'russian', 'agree', 'understandebly', 'war', 'still', 'end']"
8,1515461214029205511,1515045226674597894,1650149083000.0,2022-04-16 17:44:43,-0500,,"@Emma8Baxter @penaolli @tarjakoivumaki @TtObserwator @DimitarBechev ""There are diplomatic ways to neutralize hostility."" Is this Russian irony? 😁 Oh Emma, Putin's little soldier.",en,[],[],1203922897238216705,1203922897238216705,mikrokupu,mikrokupu 🇫🇮 🇪🇺🇺🇦,6,17,https://twitter.com/mikrokupu/status/1515461214029205511,[],[],0,,False,0,0,0,,diplomatic,,,,,,,"[{'screen_name': 'Emma8Baxter', 'name': 'Emma', 'id': '1230255174570172416'}, {'screen_name': 'penaolli', 'name': 'Ilkka Penttinen Fouto', 'id': '266489989'}, {'screen_name': 'tarjakoivumaki', 'name': 'Tarja Koivumäki 🇫🇮🇺🇦', 'id': '233645795'}, {'screen_name': 'TtObserwator', 'name': 'obserwatorTT', 'id': '1502793150573817856'}, {'screen_name': 'DimitarBechev', 'name': 'Dimitar Bechev', 'id': '23956528'}]",,,,,"['emma8baxter', 'penaolli', 'tarjakoivumaki', 'ttobserwator', 'dimitarbechev', 'ways', 'neutralize', 'hostility', 'russian', 'irony', 'emma', 'putins', 'little', 'soldier']","['emma8baxter', 'penaolli', 'tarjakoivumaki', 'ttobserwator', 'dimitarbechev', '``', 'way', 'neutralize', 'hostility', ""''"", 'russian', 'irony', '😁', 'oh', 'emma', 'putin', ""'s"", 'little', 'soldier']"
9,1515460861506174976,1515381685054894084,1650148999000.0,2022-04-16 17:43:19,-0500,,"@TNG512 @Noahpinion @prplmnkydw Yeah, I think Chomsky is presenting a bit of a false dichotomy between ""fight to the last"" and a ""diplomatic off-ramp"". And I'm not sure who he thinks he's lecturing about Crimea.  But his imagined end to the war is a far cry from ""just surrender to Russia"".",en,[],[],56869890,56869890,mosheroperandi,Keith,6,17,https://twitter.com/mosheroperandi/status/1515460861506174976,[],[],0,,False,0,0,0,,diplomatic,,,,,,,"[{'screen_name': 'TNG512', 'name': 'TNG5', 'id': '1183151059453104128'}, {'screen_name': 'Noahpinion', 'name': 'Noah Smith 🐇🇺🇦', 'id': '281877818'}, {'screen_name': 'prplmnkydw', 'name': 'Miguel Gomez', 'id': '111102453'}]",,,,,"['tng512', 'noahpinion', 'prplmnkydw', 'yeah', 'think', 'chomsky', 'presenting', 'bit', 'false', 'dichotomy', 'fight', 'last', 'offramp', 'sure', 'thinks', 'hes', 'lecturing', 'crimea', 'imagined', 'end', 'war', 'far', 'cry', 'surrender', 'russia']","['tng512', 'noahpinion', 'prplmnkydw', 'yeah', 'think', 'chomsky', 'present', 'bit', 'false', 'dichotomy', '``', 'fight', 'last', ""''"", '``', 'off-ramp', ""''"", ""'m"", 'sure', 'think', ""'s"", 'lecture', 'crimea', 'imagine', 'end', 'war', 'far', 'cry', '``', 'surrender', 'russia', ""''""]"
10,1515460798167990272,1515382953878118405,1650148984000.0,2022-04-16 17:43:04,-0500,,"@_PkPunjabi @paykhar Airlifted? Seriously!  Then @abdulsalamzaeef should hv diplomatic Amnesty, right?",en,[],[],882806229000519680,882806229000519680,Yousuf_emon101,Yousuf Ahmed 🇧🇩🇸🇦🇵🇸🇹🇷,6,17,https://twitter.com/Yousuf_emon101/status/1515460798167990272,[],[],0,,False,0,0,0,,diplomatic,,,,,,,"[{'screen_name': '_PkPunjabi', 'name': 'MuslimPunjabi', 'id': '1228262515'}, {'screen_name': 'paykhar', 'name': 'Sangar | سنګر پیکار', 'id': '1217477720839421957'}]",,,,,"['pkpunjabi', 'paykhar', 'airlifted', 'seriously', 'abdulsalamzaeef', 'amnesty', 'right']","['_pkpunjabi', 'paykhar', 'airlift', 'seriously', 'abdulsalamzaeef', 'hv', 'amnesty', 'right']"
11,1515460692966580232,1515325747489087495,1650148959000.0,2022-04-16 17:42:39,-0500,,"@im_PULSE @joshtpm remarkable misreading of this quote. Chomsky may have said what you accuse him of saying, but not here. Suggesting a diplomatic solution. Zelensky has supported that, and attempted negotiations. Nor do I see blame. This seems a semi-realist view — far from Mearsheimer.",en,[],[],724157263,724157263,JohnKubie,John Kubie,6,17,https://twitter.com/JohnKubie/status/1515460692966580232,[],[],0,,False,0,0,0,,diplomatic,,,,,,,"[{'screen_name': 'im_PULSE', 'name': 'Idrees Ahmad', 'id': '39151934'}, {'screen_name': 'joshtpm', 'name': 'Josh Marshall', 'id': '21268897'}]",,,,,"['impulse', 'joshtpm', 'remarkable', 'misreading', 'quote', 'chomsky', 'may', 'said', 'accuse', 'saying', 'suggesting', 'solution', 'zelensky', 'supported', 'attempted', 'negotiations', 'see', 'blame', 'seems', 'semirealist', 'view', 'far', 'mearsheimer']","['im_pulse', 'joshtpm', 'remarkable', 'misread', 'quote', 'chomsky', 'may', 'say', 'accuse', 'say', 'suggest', 'solution', 'zelensky', 'support', 'attempt', 'negotiation', 'see', 'blame', 'seem', 'semi-realist', 'view', '—', 'far', 'mearsheimer']"
12,1515460211963621377,1515451713318268937,1650148845000.0,2022-04-16 17:40:45,-0500,,"@blakevw1 @emptywheel Yes, I have a problem with that unless Ukraine wants a diplomatic settlement. I wouldn’t if my country had been attacked. I wouldn’t want the aggressor to benefit for his bullying. We should support Ukraine as we would want to be supported if we were in their shoes.",en,[],[],1348821651639603200,1348821651639603200,Horatio81711719,Horatio Nelson,6,17,https://twitter.com/Horatio81711719/status/1515460211963621377,[],[],0,,False,0,0,0,,diplomatic,,,,,,,"[{'screen_name': 'blakevw1', 'name': 'Blake Van Wicklen', 'id': '292099906'}, {'screen_name': 'emptywheel', 'name': 'emptywheel', 'id': '15985111'}]",,,,,"['blakevw1', 'emptywheel', 'yes', 'problem', 'unless', 'ukraine', 'wants', 'settlement', 'country', 'attacked', 'want', 'aggressor', 'benefit', 'bullying', 'support', 'ukraine', 'would', 'want', 'supported', 'shoes']","['blakevw1', 'emptywheel', 'yes', 'problem', 'unless', 'ukraine', 'want', 'settlement', '’', 'country', 'attack', '’', 'want', 'aggressor', 'benefit', 'bullying', 'support', 'ukraine', 'would', 'want', 'support', 'shoe']"
13,1515460180602986496,1515318820734439431,1650148837000.0,2022-04-16 17:40:37,-0500,,@OzKaterji Why do you think Putin was calling for Ukraine to abide by the Minsk agreements? Why did Macron agree with this diplomatic solution?,en,[],[],1400362761536872449,1400362761536872449,TheRealDelBhoy,DelBhoy.,6,17,https://twitter.com/TheRealDelBhoy/status/1515460180602986496,[],[],0,,False,0,0,0,,diplomatic,,,,,,,"[{'screen_name': 'OzKaterji', 'name': 'Oz Katerji', 'id': '84083187'}]",,,,,"['ozkaterji', 'think', 'putin', 'calling', 'ukraine', 'abide', 'minsk', 'agreements', 'macron', 'agree', 'solution']","['ozkaterji', 'think', 'putin', 'call', 'ukraine', 'abide', 'minsk', 'agreement', 'macron', 'agree', 'solution']"
15,1515459902331830273,1515459902331830273,1650148771000.0,2022-04-16 17:39:31,-0500,,"@SirPatStew If, JL and you are one in the same, can you give me the secret on what (in your humblest opinion) a great caption/being embodies? Ive always loved JL's diplomatic skills, character and thirst for knowledge.",en,[],[],1428504958077390851,1428504958077390851,KiSauntDsus,DD,6,17,https://twitter.com/KiSauntDsus/status/1515459902331830273,[],[],0,,False,0,0,0,,diplomatic,,,,,,,[],,,,,"['sirpatstew', 'one', 'give', 'secret', 'humblest', 'opinion', 'great', 'captionbeing', 'embodies', 'ive', 'always', 'loved', 'jls', 'skills', 'character', 'thirst', 'knowledge']","['sirpatstew', 'jl', 'one', 'give', 'secret', 'humblest', 'opinion', 'great', 'caption/being', 'embodies', 'ive', 'always', 'love', 'jl', ""'s"", 'skill', 'character', 'thirst', 'knowledge']"
16,1515459865237504003,1515459865237504003,1650148762000.0,2022-04-16 17:39:22,-0500,,My character nearly died in our DnD session today after trying to be diplomatic with a green dragon. 😅,en,[],[],245821191,245821191,ZilYdal,Liz Boyce,6,17,https://twitter.com/ZilYdal/status/1515459865237504003,[],[],0,,False,0,0,0,,diplomatic,,,,,,,[],,,,,"['character', 'nearly', 'died', 'dnd', 'session', 'today', 'trying', 'green', 'dragon']","['character', 'nearly', 'die', 'dnd', 'session', 'today', 'try', 'green', 'dragon', '😅']"
17,1515459615105896448,1515045226674597894,1650148702000.0,2022-04-16 17:38:22,-0500,,"@mikrokupu @penaolli @tarjakoivumaki @TtObserwator @DimitarBechev I’m not hoping to hear anything. Nice try. And from where I sit, I think both need to respect borders. That means not allowing NATO where it was never intended, and not provoking attacks. There are diplomatic ways to neutralize hostility.",en,[],[],1230255174570172416,1230255174570172416,Emma8Baxter,Emma,6,17,https://twitter.com/Emma8Baxter/status/1515459615105896448,[],[],0,,False,0,2,0,,diplomatic,,,,,,,"[{'screen_name': 'mikrokupu', 'name': 'mikrokupu 🇫🇮 🇪🇺🇺🇦', 'id': '1203922897238216705'}, {'screen_name': 'penaolli', 'name': 'Ilkka Penttinen Fouto', 'id': '266489989'}, {'screen_name': 'tarjakoivumaki', 'name': 'Tarja Koivumäki 🇫🇮🇺🇦', 'id': '233645795'}, {'screen_name': 'TtObserwator', 'name': 'obserwatorTT', 'id': '1502793150573817856'}, {'screen_name': 'DimitarBechev', 'name': 'Dimitar Bechev', 'id': '23956528'}]",,,,,"['mikrokupu', 'penaolli', 'tarjakoivumaki', 'ttobserwator', 'dimitarbechev', 'hoping', 'hear', 'anything', 'nice', 'try', 'sit', 'think', 'need', 'respect', 'borders', 'means', 'allowing', 'nato', 'never', 'intended', 'provoking', 'attacks', 'ways', 'neutralize', 'hostility']","['mikrokupu', 'penaolli', 'tarjakoivumaki', 'ttobserwator', 'dimitarbechev', '’', 'hop', 'hear', 'anything', 'nice', 'try', 'sit', 'think', 'need', 'respect', 'border', 'mean', 'allow', 'nato', 'never', 'intend', 'provoke', 'attack', 'way', 'neutralize', 'hostility']"
